"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-08-29","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-08-30","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-08-31","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-01","0.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-03",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-04","41.4",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-05","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-06","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-07","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-08","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-09","7.1",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-10","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-11","4.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-12","1.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-15",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-16","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-17","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-18","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-19","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-20","0.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-21","51.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-22","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-23","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-24","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-25","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-26","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-27","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-28","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-09-29","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-01","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-02","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-03","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-04","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-06","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-07","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-08","1.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-09","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-10","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-13",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-14","0.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-18",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-19","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-20","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-21","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-22","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-23","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-24","1.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-28",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-29","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-30","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-10-31","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-04",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-05","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-06","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-07","2.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-08","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-09","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-10","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-11","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-12","0.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-13","8.4",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-14","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-15","4.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-16","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-17","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-18","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-19","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-20","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-21","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-24",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-25","7.1",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-26","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-27","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-28","0.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-11-29","112.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-01",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-02","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-03","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-04","23.4",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-05","1.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-06","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-08","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-09","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-10","37.6",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-11","53.6",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-12","2.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-13","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-14","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-15","0.5",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-16","3.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-17","0.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-18","0.0","T,,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-19","0.0","T,,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-23",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-24","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-26",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-27","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-28","21.6",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-29","14.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-30","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2008-12-31","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-01","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-02","0.5",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-03","0.0","T,,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-04","13.7",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-05","0.0","T,,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-06","4.6",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-07","30.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-08","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-09","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-10","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-11","0.5",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-12","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-14","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-15","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-16","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-17","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-18","0.0","T,,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-19","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-20","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-21","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-22","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-23","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-26",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-27","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-28","8.9",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-29","0.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-30","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-01-31","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-01","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-02","17.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-03","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-04","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-05","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-06","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-08",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-09","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-10","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-11","3.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-12","1.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-13","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-14","56.9",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-16",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-17","0.0","T,,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-18","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-19","0.5",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-20","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-21","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-22","6.1",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-23","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-24","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-25","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-26","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-27","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-02-28","3.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-01","0.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-02","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-03","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-04","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-05","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-06","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-07","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-08","0.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-09","1.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-10","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-11","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-12","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-13","5.1",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-14","32.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-15","12.2",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-16","29.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-17","2.5",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-18","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-19","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-21","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-22","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-23","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-24","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-25","0.5",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-26","35.6",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-27","64.5",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-28","59.2",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-29","0.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-30","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-03-31","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-01","0.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-02","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-03","8.9",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-04","0.5",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-05","0.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-06","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-07","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-08","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-09","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-10","0.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-11","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-12","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-13","114.6",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-14","0.8",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-15","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-16","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-17","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-20",,
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-21","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-23","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-24","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-25","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-28","1.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-29","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-04-30","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-05-01","0.3",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-05-02","0.0",",,N"
"US1MSAM0001","LIBERTY 6.4 ENE, MS US","31.195986","-90.700824","97.2","2009-05-04","78.0",",,N"
